id,wave,fit,prefecture,city,company,address,tel,fax,email,instagram,website,contact_form,other_sns,representative,employees,trucks,size_note,best_channel,source,notes
OKH-103,3,unknown,兵庫県,尼崎市,有限会社シンコー運送サービス,尼崎市浜田町2-69,06-6413-9901,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-104,3,unknown,兵庫県,尼崎市,有限会社オーケーコーポレーション,尼崎市常松2-17-4,06-6437-7200,,,,,,,,13,,企業DB上 被保険者約13名（冷凍冷蔵）,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳表記はＯＫコーポレーション。
OKH-105,3,unknown,大阪府,大阪市大正区,今井運送株式会社,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク掲載。番号は支部TEL 06-6554-3431経由かタウンページで確認。
OKH-106,3,unknown,大阪府,大阪市大正区,中村運送株式会社,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。
OKH-107,3,unknown,大阪府,大阪市大正区,有限会社岡田商会,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。有限会社。
OKH-108,3,unknown,大阪府,大阪市大正区,有限会社栗本商店,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。有限会社。
OKH-109,3,unknown,大阪府,大阪市大正区,株式会社寿運送,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。
OKH-110,3,unknown,大阪府,大阪市大正区,坂本梱包有限会社,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。梱包+運送。
OKH-111,3,unknown,大阪府,大阪市大正区,有限会社三愛,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。
OKH-112,3,unknown,大阪府,大阪市大正区,株式会社二村運送店,大阪市大正区,06-6409-0031,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部。尼崎営業所TELを運送ノートで確認。本社番号は要確認。
OKH-113,3,unknown,大阪府,大阪市大正区,石丸運輸株式会社,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。
OKH-114,3,unknown,大阪府,大阪市大正区,泉尾運送株式会社,大阪市大正区,,,,,,,,,,,,tel,http://taisho.truck.or.jp/link.html,大正支部リンク。
