row_index,campaign,ad_group,row_type,keyword,field,old,new,reason
3275,兵庫県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3276,兵庫県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3456,福岡県＿車内クリーニング,int福岡_通常清掃,ad,,Path 2,嘔吐ニオイ清掃,車内清掃,Path2嘔吐横断→slug=interior-cleaning
3469,福岡県＿車内クリーニング,車内の臭い,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3476,福岡県＿車内クリーニング,車　 汗,ad,,Path 2,嘔吐ニオイ清掃,汗ニオイ清掃,Path2嘔吐横断→slug=ase
3482,福岡県＿車内クリーニング,中古車タバコ臭,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
3487,福岡県＿車内クリーニング,中古車加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=chuko-kareisyu
3493,福岡県＿車内クリーニング,車ペット毛,ad,,Path 2,嘔吐ニオイ清掃,ペット毛清掃,Path2嘔吐横断→slug=pet-ke
3503,福岡県＿車内クリーニング,車 嘔吐 クリーニング,ad,,Path 2,嘔吐クリニング,嘔吐ニオイ清掃,Path2誤字修正（嘔吐クリニング）
3523,福岡県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3527,福岡県＿車内クリーニング,車　 おもらし,ad,,Path 2,嘔吐ニオイ清掃,おもらし清掃,Path2嘔吐横断→slug=omorashi
3538,福岡県＿車内クリーニング,車　 エアコン臭い,ad,,Path 2,嘔吐ニオイ清掃,エアコン臭い,Path2嘔吐横断→slug=ac-nioi
3544,福岡県＿車内クリーニング,車　加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=kareisyu
3555,福岡県＿車内クリーニング,車　 ペット臭,ad,,Path 2,嘔吐ニオイ清掃,ペット臭消臭,Path2嘔吐横断→slug=pet-nioi
3579,福岡県＿車内クリーニング,車シート 洗浄,ad,,Path 2,嘔吐ニオイ清掃,シート洗浄,Path2嘔吐横断→slug=seat-senjo
3594,福岡県＿車内クリーニング,車シート クリーニング,ad,,Path 2,嘔吐ニオイ清掃,シート清掃,Path2嘔吐横断→slug=seat-cleaning
3600,福岡県＿車内クリーニング,車　 おしっこ,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
3606,福岡県＿車内クリーニング,車　 うんこ,ad,,Path 2,嘔吐ニオイ清掃,うんこ清掃,Path2嘔吐横断→slug=unko
3613,福岡県＿車内クリーニング,車の匂い取り,ad,,Path 2,嘔吐ニオイ清掃,匂い取り,Path2嘔吐横断→slug=kuruma-nioitori
3620,福岡県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,ad,,Path 2,嘔吐ニオイ清掃,タバコヤニ清掃,Path2嘔吐横断→slug=tabako-yani
3626,福岡県＿車内クリーニング,車内 灯油 こぼし,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
3692,福岡県＿車内クリーニング,AG_緊急_嘔吐,ad,,Path 2,ペットうんち,嘔吐ニオイ清掃,Path2ペットうんち横断→slug=vomit-cleaning
3710,福岡県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
3711,福岡県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
3712,福岡県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
3719,福岡県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
3720,福岡県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
3721,福岡県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
3729,福岡県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3730,福岡県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,ペットうんち,匂い消し,Path2ペットうんち横断→slug=kuruma-nioi-keshi
3731,福岡県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3738,福岡県＿車内クリーニング,AG_消臭_中古車,ad,,Path 2,ペットうんち,タバコ臭清掃,Path2ペットうんち横断→slug=chuko-tabako
3747,福岡県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3748,福岡県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3749,福岡県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3759,福岡県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3760,福岡県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3761,福岡県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3769,福岡県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3770,福岡県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3775,福岡県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
3776,福岡県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
3777,福岡県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
3787,福岡県＿車内クリーニング,AG_バス_トラック,ad,,Path 2,嘔吐ニオイ清掃,バス清掃,Path2嘔吐横断→slug=bus-senmon
3798,福岡県＿車内クリーニング,緊急_子供嘔吐,ad,,Path 2,ペットうんち,子供嘔吐清掃,Path2ペットうんち横断→slug=kodomo-kyuto
3802,福岡県＿車内クリーニング,緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
3803,福岡県＿車内クリーニング,緊急_灯油,ad,,Path 2,ペットうんち,灯油清掃,Path2ペットうんち横断→slug=touyu-kobosi
3806,福岡県＿車内クリーニング,緊急_ペット,ad,,Path 2,ペット漏清掃,おしっこ消臭,Path2希望反映（おしっこ消臭）
3807,福岡県＿車内クリーニング,緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
3815,福岡県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3816,福岡県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3817,福岡県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
3824,福岡県＿車内クリーニング,消臭_中古車,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
3827,福岡県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3828,福岡県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,ペットうんち,車内臭い,Path2ペットうんち横断→slug=shanai-nioi
3829,福岡県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
3837,福岡県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3838,福岡県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,ペットうんち,エバポ洗浄,Path2ペットうんち横断→slug=evaporator-senjo
3839,福岡県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3847,福岡県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3848,福岡県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
3851,福岡県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3852,福岡県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
3853,福岡県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4035,群馬県＿車内クリーニング,int群馬_通常清掃,ad,,Final URL,https://carinteriorcleaning.jp/regions/gunma/,https://carinteriorcleaning.jp/regions/gunma/interior-cleaning/,通常清掃RSAの地域ハブ→interior-cleaning
4035,群馬県＿車内クリーニング,int群馬_通常清掃,ad,,Path 2,嘔吐ニオイ清掃,車内清掃,Path2嘔吐横断→slug=interior-cleaning
4044,群馬県＿車内クリーニング,車内の臭い,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4051,群馬県＿車内クリーニング,車　 汗,ad,,Path 2,嘔吐ニオイ清掃,汗ニオイ清掃,Path2嘔吐横断→slug=ase
4057,群馬県＿車内クリーニング,中古車タバコ臭,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
4062,群馬県＿車内クリーニング,中古車加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=chuko-kareisyu
4068,群馬県＿車内クリーニング,車ペット毛,ad,,Path 2,嘔吐ニオイ清掃,ペット毛清掃,Path2嘔吐横断→slug=pet-ke
4075,群馬県＿車内クリーニング,車 嘔吐 クリーニング,ad,,Path 2,嘔吐クリニング,嘔吐ニオイ清掃,Path2誤字修正（嘔吐クリニング）
4095,群馬県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4095,群馬県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Description 2,車内の車の臭いや汚れ車ペット毛は放置すると悪化します。今すぐ専門家へお任せください。,車内の臭いや汚れは放置すると悪化します。今すぐ専門家へお任せください。,ペット毛説明文のテーマ汚染を除去
4099,群馬県＿車内クリーニング,車　 おもらし,ad,,Path 2,嘔吐ニオイ清掃,おもらし清掃,Path2嘔吐横断→slug=omorashi
4110,群馬県＿車内クリーニング,車　 エアコン臭い,ad,,Path 2,嘔吐ニオイ清掃,エアコン臭い,Path2嘔吐横断→slug=ac-nioi
4116,群馬県＿車内クリーニング,車　加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=kareisyu
4122,群馬県＿車内クリーニング,車　 ペット臭,ad,,Path 2,嘔吐ニオイ清掃,ペット臭消臭,Path2嘔吐横断→slug=pet-nioi
4133,群馬県＿車内クリーニング,出張 車内クリーニング 専門店,ad,,Description 1,群馬県で車ペット毛の臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。,群馬県で出張の車内クリーニング。1席対応も可能。専用洗剤で徹底除去。,ペット毛説明文のテーマ汚染を除去
4133,群馬県＿車内クリーニング,出張 車内クリーニング 専門店,ad,,Description 2,車内の車ペット毛は放置すると悪化します。今すぐ専門家へお任せください。,車内の臭いや汚れは放置すると悪化します。今すぐ専門家へお任せください。,ペット毛説明文のテーマ汚染を除去
4141,群馬県＿車内クリーニング,車シート 洗浄,ad,,Path 2,嘔吐ニオイ清掃,シート洗浄,Path2嘔吐横断→slug=seat-senjo
4152,群馬県＿車内クリーニング,車シート クリーニング,ad,,Path 2,嘔吐ニオイ清掃,シート清掃,Path2嘔吐横断→slug=seat-cleaning
4162,群馬県＿車内クリーニング,車　 おしっこ,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4168,群馬県＿車内クリーニング,車　 うんこ,ad,,Path 2,嘔吐ニオイ清掃,うんこ清掃,Path2嘔吐横断→slug=unko
4175,群馬県＿車内クリーニング,車の匂い取り,ad,,Path 2,嘔吐ニオイ清掃,匂い取り,Path2嘔吐横断→slug=kuruma-nioitori
4182,群馬県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,ad,,Path 2,嘔吐ニオイ清掃,タバコヤニ清掃,Path2嘔吐横断→slug=tabako-yani
4188,群馬県＿車内クリーニング,車内 灯油 こぼし,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4253,群馬県＿車内クリーニング,AG_緊急_嘔吐,ad,,Path 2,ペットうんち,嘔吐ニオイ清掃,Path2ペットうんち横断→slug=kyuto-cleaning
4271,群馬県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4272,群馬県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4273,群馬県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4280,群馬県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4281,群馬県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4282,群馬県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4290,群馬県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4291,群馬県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,ペットうんち,匂い消し,Path2ペットうんち横断→slug=kuruma-nioi-keshi
4292,群馬県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4299,群馬県＿車内クリーニング,AG_消臭_中古車,ad,,Path 2,ペットうんち,タバコ臭清掃,Path2ペットうんち横断→slug=chuko-tabako
4308,群馬県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4309,群馬県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4310,群馬県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4320,群馬県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4321,群馬県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4322,群馬県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4330,群馬県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4331,群馬県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4336,群馬県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
4346,群馬県＿車内クリーニング,AG_バス_トラック,ad,,Path 2,嘔吐ニオイ清掃,バス清掃,Path2嘔吐横断→slug=bus-senmon
4354,群馬県＿車内クリーニング,緊急_子供嘔吐,ad,,Path 2,ペットうんち,子供嘔吐清掃,Path2ペットうんち横断→slug=kodomo-kyuto
4358,群馬県＿車内クリーニング,緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4359,群馬県＿車内クリーニング,緊急_灯油,ad,,Path 2,ペットうんち,灯油清掃,Path2ペットうんち横断→slug=touyu-kobosi
4362,群馬県＿車内クリーニング,緊急_ペット,ad,,Path 2,ペット漏清掃,おしっこ消臭,Path2希望反映（おしっこ消臭）
4363,群馬県＿車内クリーニング,緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4371,群馬県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4372,群馬県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4373,群馬県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4380,群馬県＿車内クリーニング,消臭_中古車,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
4383,群馬県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4384,群馬県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,ペットうんち,車内臭い,Path2ペットうんち横断→slug=shanai-nioi
4385,群馬県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4393,群馬県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4394,群馬県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,ペットうんち,エバポ洗浄,Path2ペットうんち横断→slug=evaporator-senjo
4395,群馬県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4403,群馬県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4404,群馬県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4407,群馬県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4408,群馬県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4409,群馬県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4590,栃木県＿車内クリーニング,int栃木_通常清掃,ad,,Final URL,https://carinteriorcleaning.jp/regions/tochigi/,https://carinteriorcleaning.jp/regions/tochigi/interior-cleaning/,通常清掃RSAの地域ハブ→interior-cleaning
4590,栃木県＿車内クリーニング,int栃木_通常清掃,ad,,Path 2,嘔吐ニオイ清掃,車内清掃,Path2嘔吐横断→slug=interior-cleaning
4605,栃木県＿車内クリーニング,車内の臭い,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4612,栃木県＿車内クリーニング,車　 汗,ad,,Path 2,嘔吐ニオイ清掃,汗ニオイ清掃,Path2嘔吐横断→slug=ase
4623,栃木県＿車内クリーニング,中古車タバコ臭,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
4628,栃木県＿車内クリーニング,中古車加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=chuko-kareisyu
4634,栃木県＿車内クリーニング,車ペット毛,ad,,Path 2,嘔吐ニオイ清掃,ペット毛清掃,Path2嘔吐横断→slug=pet-ke
4645,栃木県＿車内クリーニング,車 嘔吐 クリーニング,ad,,Path 2,嘔吐クリニング,嘔吐ニオイ清掃,Path2誤字修正（嘔吐クリニング）
4668,栃木県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4677,栃木県＿車内クリーニング,車　 おもらし,ad,,Path 2,嘔吐ニオイ清掃,おもらし清掃,Path2嘔吐横断→slug=omorashi
4683,栃木県＿車内クリーニング,車　 エアコン臭い,ad,,Path 2,嘔吐ニオイ清掃,エアコン臭い,Path2嘔吐横断→slug=ac-nioi
4689,栃木県＿車内クリーニング,車　加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=kareisyu
4695,栃木県＿車内クリーニング,車　 ペット臭,ad,,Path 2,嘔吐ニオイ清掃,ペット臭消臭,Path2嘔吐横断→slug=pet-nioi
4722,栃木県＿車内クリーニング,車シート 洗浄,ad,,Path 2,嘔吐ニオイ清掃,シート洗浄,Path2嘔吐横断→slug=seat-senjo
4738,栃木県＿車内クリーニング,車シート クリーニング,ad,,Path 2,嘔吐ニオイ清掃,シート清掃,Path2嘔吐横断→slug=seat-cleaning
4744,栃木県＿車内クリーニング,車　 おしっこ,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4750,栃木県＿車内クリーニング,車　 うんこ,ad,,Path 2,嘔吐ニオイ清掃,うんこ清掃,Path2嘔吐横断→slug=unko
4757,栃木県＿車内クリーニング,車の匂い取り,ad,,Path 2,嘔吐ニオイ清掃,匂い取り,Path2嘔吐横断→slug=kuruma-nioitori
4764,栃木県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,ad,,Path 2,嘔吐ニオイ清掃,タバコヤニ清掃,Path2嘔吐横断→slug=tabako-yani
4770,栃木県＿車内クリーニング,車内 灯油 こぼし,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4836,栃木県＿車内クリーニング,AG_緊急_嘔吐,ad,,Path 2,ペットうんち,嘔吐ニオイ清掃,Path2ペットうんち横断→slug=kyuto-cleaning
4855,栃木県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4856,栃木県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4857,栃木県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
4864,栃木県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4865,栃木県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4866,栃木県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
4874,栃木県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4875,栃木県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,ペットうんち,匂い消し,Path2ペットうんち横断→slug=kuruma-nioi-keshi
4876,栃木県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
4883,栃木県＿車内クリーニング,AG_消臭_中古車,ad,,Path 2,ペットうんち,タバコ臭清掃,Path2ペットうんち横断→slug=chuko-tabako
4892,栃木県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4893,栃木県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4894,栃木県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
4904,栃木県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4905,栃木県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4906,栃木県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
4919,栃木県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4920,栃木県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
4925,栃木県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
4926,栃木県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
4927,栃木県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
4937,栃木県＿車内クリーニング,AG_バス_トラック,ad,,Path 2,嘔吐ニオイ清掃,バス清掃,Path2嘔吐横断→slug=bus-senmon
